id,difficulty,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
546,B2,58.28,3,13.22,3793.5393750000003,125.56,25220.86,6.54,39.42,5293.455,4802.32375,123.615,38928.92,2.64,14.4625,4467.7725,3714.29125,53.245000000000005,25220.86,5.01,20.752499999999998,5250.57,4.0,3.5,10.0,1.0,2.0,5.25,1.4375,1.0,3.0,1.0,1.0,2.0
547,C2,52.7,7,11.21,6088.584285714286,907.69,25220.86,0.02,54.92999999999999,11091.585,9029.365428571427,1358.65,38928.92,1.22,50.745,16935.675,5775.400857142858,907.69,25220.86,0.01,31.78,10455.39,4.314285714285714,3.0,12.0,1.0,2.0,6.0,1.542857142857143,1.0,4.0,1.0,1.0,2.0
548,B2,55.49,5,12.71,6142.152083333334,3130.19,25220.86,0.11,294.07,9562.189999999999,6790.155416666666,3096.085,38928.92,0.68,257.875,12800.81,4009.6470833333333,826.23,25220.86,0.05,22.3175,6129.51,4.666666666666667,3.5,10.0,1.0,2.75,7.0,1.5833333333333333,1.0,4.0,1.0,1.0,2.0
549,A2,86.45,2,7.34,6590.290000000001,3181.02,32236.5,126.45,425.28,6613.6875,4838.338,2039.695,18310.95,12.43,305.51,5615.639999999999,3348.6519999999996,1072.885,13652.76,5.24,218.58749999999998,5107.3550000000005,4.5,4.0,7.0,2.0,4.0,6.0,1.5,1.0,3.0,1.0,1.0,1.75
550,A2,97.11,0,5.33,4271.657857142857,1598.67,25983.2,12.17,219.7275,4051.82,3260.806428571429,1245.54,13550.68,2.97,170.1375,3600.7475,4000.537142857143,987.41,25983.2,9.89,127.20249999999999,3812.9649999999997,3.5714285714285716,4.0,6.0,1.0,2.25,4.75,1.2857142857142858,1.0,2.0,1.0,1.0,1.75
551,B2,51.43,5,13.07,6648.906774193548,225.32,32236.5,0.2,24.725,12549.74,9404.311290322577,323.58,38928.92,0.07,48.415,17147.26,6223.559032258064,193.91,25220.86,0.2,8.835,12549.74,4.967741935483871,3.0,14.0,1.0,2.0,7.0,1.7096774193548387,1.0,5.0,1.0,1.0,2.0
552,A1,113.61,0,2.64,10380.146,2090.54,25983.2,178.94,1360.22,22287.83,5372.648,1122.97,13841.89,86.49,949.12,10862.77,8526.928000000002,1819.44,25983.2,114.75,1360.22,13357.03,4.2,4.0,7.0,2.0,2.0,6.0,1.4,1.0,2.0,1.0,1.0,2.0
553,A1,113.61,0,1.48,3605.8300000000004,1589.92,12190.4,174.89,1554.44,2519.5,4349.85,789.66,19209.05,179.39,450.34,1120.81,3408.8199999999997,1589.92,12190.4,165.35,578.93,2519.5,4.0,4.0,7.0,1.0,3.0,5.0,1.2,1.0,2.0,1.0,1.0,1.0
554,A2,99.14,1,3.12,8981.917692307692,5689.68,25220.86,60.91,205.75,18188.15,8711.445384615385,6587.77,38928.92,3.92,133.65,12800.81,7151.71076923077,5689.68,25220.86,60.91,130.7,13222.93,2.6153846153846154,2.0,6.0,1.0,2.0,4.0,1.0769230769230769,1.0,2.0,1.0,1.0,1.0
555,A2,84.17,1,7.28,885.8700000000001,719.37,2096.53,8.21,50.285000000000004,1554.9550000000002,507.8225,469.36,1089.66,2.91,4.275,972.9075,885.8700000000001,719.37,2096.53,8.21,50.285000000000004,1554.9550000000002,1.5,1.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
556,B2,57.27,2,17.57,7182.622941176471,431.08,32236.5,1.21,8.62,12909.08,6840.798823529411,403.11,38928.92,0.61,8.51,10862.77,6050.455294117647,78.26,25983.2,0.55,6.7,12909.08,5.0588235294117645,4.0,15.0,1.0,2.0,8.0,1.6470588235294117,1.0,5.0,1.0,1.0,2.0
557,B1,82.65,1,9.23,5292.62,605.75,25220.86,0.18,276.23,6055.71,6610.05476190476,575.34,38928.92,3.65,259.05,10624.93,3594.1642857142856,570.3,25220.86,0.14,92.08,4658.59,4.190476190476191,4.0,7.0,1.0,3.0,6.0,1.4285714285714286,1.0,3.0,1.0,1.0,2.0
558,A2,108.28,0,7.32,12335.159999999998,4520.53,32236.5,248.45,2384.49,18378.515,7422.32,6991.49,15085.47,190.0,3590.745,11038.48,2321.9633333333336,2356.65,4520.53,88.71,1222.68,3438.59,5.666666666666667,5.0,8.0,4.0,4.5,6.5,1.6666666666666667,2.0,2.0,1.0,1.5,2.0
559,C1,46.1,6,16.37,5714.7074999999995,586.93,25220.86,0.45,14.7025,7563.6875,8560.516785714284,591.79,38928.92,0.81,24.1725,11356.3675,5675.900714285715,168.18,25220.86,0.19,10.110000000000001,7563.6875,5.321428571428571,5.5,14.0,1.0,2.0,7.0,1.8214285714285714,1.0,5.0,1.0,1.0,2.0
560,A1,118.94,0,4.07,5512.677142857143,6055.71,13222.93,15.16,165.075,9482.395,8313.937142857143,10624.93,20879.73,23.45,106.215,13228.51,5474.094285714285,6055.71,13222.93,11.96,31.634999999999998,9482.395,4.142857142857143,3.0,7.0,2.0,2.5,6.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
561,A1,107.26,0,2.9,10706.1875,5230.9,32236.5,126.45,3610.7025,12326.385,6933.124999999999,6300.205,15085.47,46.62,2912.535,10320.795,2720.3174999999997,2532.97,5689.68,125.65,251.7775,5001.51,4.5,5.0,6.0,2.0,3.5,6.0,1.25,1.0,2.0,1.0,1.0,1.25
562,C2,51.94,5,18.49,2576.3046666666664,105.1,14946.48,0.06,24.494999999999997,2728.31,3781.6386666666663,349.39,23633.92,0.2,38.105000000000004,2604.8,2512.383333333333,78.26,14946.48,0.02,2.83,2514.96,5.933333333333334,8.0,11.0,1.0,2.5,8.5,1.8666666666666667,2.0,3.0,1.0,1.0,3.0
563,B2,52.7,7,13.59,5576.417027027027,1004.83,32236.5,0.01,62.0,6055.71,6269.811351351351,1083.72,38928.92,0.0,87.09,10624.93,4215.533783783784,228.57,25220.86,0.01,12.51,6055.71,4.5675675675675675,3.0,10.0,1.0,2.0,7.0,1.6486486486486487,1.0,4.0,1.0,1.0,2.0
564,C1,53.46,4,13.47,3697.691071428572,85.045,25220.86,0.15,23.31,5781.1875,5004.4178571428565,103.075,38928.92,1.08,12.8675,9205.66,3239.9474999999998,79.83000000000001,25220.86,0.04,14.295000000000002,5781.1875,4.714285714285714,4.0,12.0,1.0,2.0,6.25,1.7142857142857142,1.0,5.0,1.0,1.0,2.0
565,B2,59.04,3,14.46,6428.070000000001,492.56,25220.86,4.16,157.06,9482.395,10236.658571428572,741.82,38928.92,4.12,238.545,15752.33,6423.325714285716,492.56,25220.86,2.11,141.48000000000002,9482.395,5.142857142857143,4.0,11.0,2.0,2.5,7.0,1.8571428571428572,1.0,4.0,1.0,1.0,2.5
566,A2,125.28,0,4.31,4326.3125,499.215,25983.2,118.29,264.9325,2924.8225,2966.74625,940.0999999999999,10862.77,209.86,411.13,3324.3900000000003,4250.35375,279.15999999999997,25983.2,109.76,200.4,2924.8225,4.125,4.0,7.0,2.0,2.75,5.25,1.0,1.0,1.0,1.0,1.0,1.0
567,C1,56.76,6,13.41,5301.948437499999,947.505,32236.5,0.0,9.365,9562.189999999999,6461.7946875,791.72,38928.92,0.2,19.41,13550.68,4193.5696875,386.135,25220.86,0.0,3.0575,7489.0075,5.1875,5.0,12.0,1.0,2.75,6.0,1.8125,1.0,4.0,1.0,1.0,3.0
568,B1,66.4,2,8.66,5828.5075,784.205,25983.2,1.37,19.03,6812.295,4961.49625,906.655,23633.92,0.95,46.9425,5202.655,5729.33375,784.205,25983.2,0.85,2.9575000000000005,6234.78,4.875,5.5,8.0,2.0,2.75,6.25,1.75,1.5,3.0,1.0,1.0,2.25
569,C2,81.12,2,9.35,4463.005,1798.71,22287.83,11.79,191.2175,4686.9725,3698.565,1535.205,13841.89,3.58,260.965,4974.9,3301.775,1798.71,13357.03,0.1,21.6,4686.9725,5.0,4.0,10.0,2.0,3.75,5.75,1.75,1.0,4.0,1.0,1.0,1.75
570,A1,98.89,0,1.48,7575.21,8323.415,13589.7,64.31,2819.39,13079.235,7428.075,4414.83,20879.73,2.91,2631.0975,9211.807499999999,7575.21,8323.415,13589.7,64.31,2819.39,13079.235,2.25,2.0,4.0,1.0,1.75,2.5,1.0,1.0,1.0,1.0,1.0,1.0
571,C1,60.31,2,16.52,3423.3618181818183,127.92,14946.48,30.15,71.545,4955.610000000001,5286.91,169.19,23633.92,3.92,25.845,7402.7,3399.3454545454547,127.92,14946.48,10.56,58.285000000000004,4869.84,3.3636363636363638,2.0,8.0,1.0,1.0,5.0,1.2727272727272727,1.0,2.0,1.0,1.0,1.5
572,B2,51.94,5,17.33,5625.485625,772.72,32236.5,8.16,31.142500000000002,7489.0075,6410.64625,1240.98,38928.92,27.77,42.8525,8314.255,3563.1800000000003,174.225,25220.86,0.94,6.67,2526.395,5.6875,6.0,10.0,2.0,3.0,8.0,1.8125,1.5,4.0,1.0,1.0,2.25
573,B2,7.03,14,12.79,4984.858311688311,372.72,32236.5,0.32,38.31,5524.47,6669.5940259740255,485.68,38928.92,0.14,14.53,8296.08,4428.576233766234,237.2,25220.86,0.03,22.99,5219.1,4.441558441558442,4.0,12.0,1.0,2.0,7.0,1.5974025974025974,1.0,4.0,1.0,1.0,2.0
574,A1,105.23,0,2.37,7392.275000000001,4731.145,18559.22,174.89,1510.2275,12973.282500000001,4510.0216666666665,1851.15,12800.81,179.39,883.5625,7825.235,4292.611666666667,1361.54,14661.76,165.35,367.955,6466.925,4.0,4.0,7.0,2.0,2.25,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,1.75
575,A1,92.8,2,5.26,8471.952,2663.835,32236.5,0.03,361.265,12632.279999999999,9406.952999999998,3221.6549999999997,38928.92,0.54,437.92249999999996,13497.244999999999,7175.473,2663.835,25220.86,0.03,352.6075,12632.279999999999,3.9,3.0,10.0,2.0,2.0,4.75,1.4,1.0,3.0,1.0,1.0,1.0
576,A1,54.73,1,14.24,6373.0725,131.61,25220.86,8.21,60.7475,6443.935,9776.789999999999,87.16,38928.92,3.92,4.5275,9859.4225,6373.0725,131.61,25220.86,8.21,60.7475,6443.935,2.75,1.5,7.0,1.0,1.0,3.25,1.25,1.0,2.0,1.0,1.0,1.25
577,C2,59.81,6,14.69,6518.839666666667,252.665,32236.5,2.71,46.205,8032.53,7947.822,319.495,38928.92,1.08,63.6625,8732.57,4638.77,187.45,25220.86,0.34,10.07,4094.7725,5.133333333333334,5.0,12.0,2.0,2.0,6.0,1.5333333333333334,1.0,3.0,1.0,1.0,2.0
578,C1,71.48,4,11.04,4906.412812500001,1029.08,25983.2,2.31,29.9675,6055.71,6800.6525,1251.825,38928.92,3.92,54.1225,10624.93,4814.1775,596.995,25983.2,0.07,16.785,6055.71,4.5625,3.0,12.0,1.0,2.0,6.0,1.4375,1.0,4.0,1.0,1.0,1.25
579,A1,107.26,0,4.35,5224.275,3092.165,14661.76,51.01,1490.665,6825.775,1559.4275,1810.5749999999998,2537.03,79.53,834.39,2535.6125,4769.137500000001,2182.99,14661.76,48.81,126.35249999999999,6825.775,4.75,5.0,7.0,2.0,3.5,6.25,1.25,1.0,2.0,1.0,1.0,1.25
580,A1,108.28,0,-2.38,5236.573333333333,2948.75,12190.4,570.57,1759.66,7569.575,7477.316666666666,3171.35,19209.05,51.55,1611.45,11190.2,4556.889999999999,910.39,12190.4,569.88,740.135,6550.3949999999995,4.0,4.0,7.0,1.0,2.5,5.5,1.3333333333333333,1.0,2.0,1.0,1.0,1.5
581,B1,77.32,1,5.92,8095.744444444445,6927.0,32236.5,6.28,86.2925,13287.17,9290.359444444442,7210.235,23633.92,10.95,57.7525,18984.525,5335.707777777778,648.705,14946.48,0.94,38.29,12190.4,3.8333333333333335,3.0,10.0,1.0,1.25,5.75,1.6111111111111112,1.0,4.0,1.0,1.0,2.0
582,B2,87.98,2,7.96,8950.169545454548,2163.745,32236.5,1.06,328.6425,19943.1425,9472.456818181816,2027.0950000000003,38928.92,1.76,443.39750000000004,14774.574999999999,5631.444545454547,913.335,25220.86,0.63,59.52,5562.0225,4.318181818181818,4.0,12.0,2.0,2.0,5.75,1.3636363636363635,1.0,4.0,1.0,1.0,1.0
583,C1,72.75,1,15.74,2615.693333333333,1176.94,8720.38,27.28,160.27,4658.59,3255.9011111111113,1318.18,14662.3,20.95,59.32,2958.58,2243.7844444444445,208.85,8720.38,4.27,9.94,4658.59,6.0,6.0,10.0,2.0,4.0,7.0,1.6666666666666667,2.0,3.0,1.0,1.0,2.0
584,A2,93.81,0,7.34,9766.733999999999,8813.48,25983.2,69.91,1242.995,15874.5275,5053.548999999999,4322.469999999999,13841.89,14.73,871.065,7928.602499999999,7321.748000000001,3041.435,25983.2,69.91,205.64000000000001,12251.1875,4.0,3.0,9.0,1.0,2.0,6.25,1.3,1.0,2.0,1.0,1.0,1.75
585,A1,103.2,0,5.0,6039.647500000001,5925.335,12190.4,26.61,1499.1924999999999,10516.4825,5931.0475,3361.385,19209.05,12.57,1171.9775,8036.35,4668.96875,2636.165,12190.4,12.68,410.4275,8330.817500000001,4.25,4.5,7.0,1.0,3.5,5.25,1.25,1.0,2.0,1.0,1.0,1.25
586,C2,56.25,5,19.14,3726.762222222223,193.93,22287.83,3.56,30.9825,2363.605,3188.4722222222217,140.775,20879.73,5.95,15.305,4236.467500000001,3173.6177777777784,60.605000000000004,18188.15,2.96,17.11,2363.605,5.888888888888889,6.0,12.0,1.0,3.0,8.0,1.8333333333333333,1.5,4.0,1.0,1.0,2.75
587,B2,79.35,1,13.11,3751.997058823529,1022.94,25220.86,9.46,76.58,2948.75,5515.894705882353,680.68,38928.92,3.92,52.77,3429.32,3476.865294117647,78.26,25220.86,0.42,23.36,2326.08,4.882352941176471,5.0,12.0,1.0,3.0,6.0,1.588235294117647,1.0,4.0,1.0,1.0,2.0
588,A2,62.6,3,13.87,5254.081111111111,977.095,25220.86,8.21,74.23750000000001,6334.1375,7598.363333333334,1108.58,38928.92,4.73,103.6675,5822.7175,5099.163333333333,608.79,25220.86,8.21,40.1375,6141.6325,4.611111111111111,4.0,10.0,1.0,2.25,6.75,1.5555555555555556,1.0,3.0,1.0,1.0,2.0
589,A2,56.76,1,7.32,2928.643333333333,64.31,8720.38,1.24,32.775000000000006,4392.344999999999,4890.116666666666,5.14,14662.3,2.91,4.025,7333.719999999999,2928.276666666666,64.31,8720.38,0.14,32.225,4392.344999999999,4.333333333333333,3.0,9.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,1.0,2.5
590,C1,78.08,1,12.62,2059.0609090909093,757.68,12190.4,13.57,53.290000000000006,2010.5549999999998,3483.8572727272726,1093.78,19209.05,2.91,50.605000000000004,3138.38,1865.1609090909092,757.68,12190.4,8.37,40.11,991.375,4.909090909090909,4.0,13.0,1.0,3.0,6.0,1.5454545454545454,1.0,5.0,1.0,1.0,1.5
591,C1,63.36,2,13.73,3592.6433333333334,907.69,14946.48,27.36,189.41,3737.75,4828.251111111111,1358.65,23633.92,67.77,340.2,5328.99,2622.1933333333336,842.18,14946.48,13.69,134.9,2813.77,4.888888888888889,4.0,8.0,2.0,2.0,7.0,1.5555555555555556,1.0,3.0,1.0,1.0,2.0
592,B2,55.24,5,16.88,3810.7142105263156,1374.43,13652.76,8.6,78.26,5148.295,4282.532631578947,933.99,19209.05,3.92,22.6,3867.84,3257.2736842105264,141.31,13652.76,5.3,52.535,4772.12,4.2631578947368425,4.0,11.0,1.0,1.5,6.0,1.4210526315789473,1.0,4.0,1.0,1.0,1.5
593,A2,115.89,0,3.28,6998.087999999999,2897.715,25983.2,54.68,895.8299999999999,11346.17,6678.784,2819.8,23633.92,2.97,681.4525,9479.325,6337.221,2285.715,25983.2,54.68,735.3525000000001,10069.0225,3.2,4.0,5.0,1.0,2.0,4.0,1.1,1.0,2.0,1.0,1.0,1.0
594,A2,130.36,0,-10.09,465.44500000000005,465.44500000000005,866.58,64.31,264.8775,666.0125,344.35999999999996,344.35999999999996,685.81,2.91,173.635,515.0849999999999,391.24,391.24,718.17,64.31,227.77499999999998,554.7049999999999,2.0,2.0,3.0,1.0,1.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0
595,B2,21.49,14,13.13,4229.924418604651,147.54,32236.5,0.04,27.54,5219.1,4928.829302325582,133.92,38928.92,0.0,24.795,5325.745,3055.673488372093,85.61,25220.86,0.04,7.34,3275.76,4.837209302325581,4.0,12.0,1.0,2.0,7.5,1.8604651162790697,1.0,4.0,1.0,1.0,3.0
596,A1,107.26,0,1.45,8497.1975,3967.84,25983.2,69.91,1825.885,10639.1525,3505.22,1571.69,10862.77,14.73,366.3675,4710.5425000000005,7552.025,2077.495,25983.2,69.91,1325.3125,8304.2075,2.5,2.5,4.0,1.0,1.75,3.25,1.25,1.0,2.0,1.0,1.0,1.25
597,A2,69.45,2,6.12,9854.61,8720.38,22287.83,0.61,76.08,18188.15,7480.459999999999,8795.14,14662.3,0.54,102.43,13841.89,8058.661999999999,8720.38,18188.15,0.17,27.58,13357.03,4.8,3.0,8.0,2.0,3.0,8.0,2.0,1.0,4.0,1.0,1.0,3.0
598,A1,129.34,0,-1.46,8600.305,4187.835,25983.2,42.35,361.4525,12426.6875,5203.4275,4934.29,10862.77,82.36,231.0475,9906.67,8503.6575,4005.8300000000004,25983.2,19.77,82.8,12426.6875,3.75,4.0,5.0,2.0,2.75,5.0,1.0,1.0,1.0,1.0,1.0,1.0
599,A1,113.61,0,3.8,5043.098,4929.44,13222.93,3.85,1003.56,6055.71,6306.768,4264.32,15832.09,18.72,793.78,10624.93,4906.165999999999,4929.44,13222.93,2.31,320.44,6055.71,4.4,3.0,10.0,2.0,2.0,5.0,1.2,1.0,2.0,1.0,1.0,1.0
600,C2,92.8,1,7.93,7820.051818181819,4100.9,32236.5,21.57,211.35,9172.26,6856.272727272726,3315.95,38928.92,29.12,283.75,5147.165,3559.7218181818184,143.72,25220.86,0.14,38.495,4051.5,4.545454545454546,4.0,9.0,2.0,3.0,5.0,1.3636363636363635,1.0,3.0,1.0,1.0,1.5
601,A1,82.14,0,3.26,7501.281428571429,3737.75,25983.2,35.58,284.635,11091.585,5524.932857142857,2854.93,19209.05,28.45,198.415,8092.635,6174.11857142857,816.76,25983.2,32.95,228.885,7964.075,4.0,4.0,7.0,1.0,2.0,6.0,1.5714285714285714,2.0,2.0,1.0,1.0,2.0
602,B1,92.8,1,5.26,6561.413636363635,1740.43,18559.22,54.68,271.275,13397.665,5549.195454545454,4696.15,15832.09,2.97,228.38,9613.65,3091.2190909090905,1740.43,13222.93,54.68,231.805,4840.895,3.5454545454545454,3.0,12.0,1.0,1.5,4.0,1.3636363636363635,1.0,4.0,1.0,1.0,1.0
603,B1,80.62,2,7.49,8306.953333333333,4867.905000000001,25983.2,64.31,1079.2275,13576.725,5429.170833333334,3411.555,18310.95,2.91,992.87,9312.0475,6868.328750000001,3033.42,25983.2,46.77,567.55,12404.9725,3.8333333333333335,4.0,11.0,1.0,2.0,5.0,1.3333333333333333,1.0,4.0,1.0,1.0,1.25
604,C1,53.71,3,18.78,4989.035,1385.8400000000001,18559.22,22.07,72.21249999999999,6992.28,5114.873750000001,2167.3,18310.95,1.55,90.8975,7190.555,2631.80625,36.474999999999994,13652.76,1.77,19.72,3083.1125,4.75,4.5,10.0,2.0,2.75,5.5,1.5,1.0,3.0,1.0,1.0,1.5
605,A1,126.3,0,4.07,2437.9385714285713,575.7,13652.76,4.13,441.445,975.0450000000001,3150.821428571428,562.64,18310.95,3.51,312.095,1277.23,2319.197142857143,461.2,13652.76,4.13,250.89999999999998,807.2450000000001,4.142857142857143,4.0,6.0,2.0,4.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0
606,A1,102.19,1,4.14,7215.471111111111,7907.85,18559.22,37.55,52.59,12909.08,8154.46,9587.97,20879.73,71.76,145.14,13550.68,5845.224444444445,6350.91,13222.93,24.74,35.92,12087.62,4.0,3.0,8.0,1.0,2.0,7.0,1.4444444444444444,1.0,3.0,1.0,1.0,2.0
607,C2,-5.42,20,11.74,4741.778214285714,888.03,32236.5,0.23,54.3025,5565.7725,6121.471173469388,923.75,38928.92,0.81,54.3225,8016.45,4276.165765306122,457.16499999999996,25983.2,0.0,29.165,4726.3025,4.25,4.0,15.0,1.0,2.0,6.0,1.4438775510204083,1.0,5.0,1.0,1.0,2.0
608,C1,71.73,1,12.56,3707.304444444444,131.88,12190.4,0.36,42.15,5689.68,3815.547777777778,375.68,19209.05,1.28,60.68,2958.58,2957.1433333333334,95.8,12190.4,0.36,11.81,5219.1,5.222222222222222,6.0,11.0,1.0,2.0,8.0,1.7777777777777777,2.0,3.0,1.0,1.0,2.0
609,A2,90.77,1,5.9,2267.8015384615387,305.92,13652.76,8.21,114.31,3737.75,3252.5569230769224,553.78,18310.95,2.97,70.07,5322.5,2203.999230769231,162.08,13652.76,8.21,109.88,3737.75,3.230769230769231,2.0,7.0,1.0,2.0,5.0,1.3846153846153846,1.0,3.0,1.0,1.0,2.0
610,A1,104.22,0,1.57,5154.796666666666,801.105,25983.2,2.26,138.35,2768.0350000000003,2233.7866666666664,568.855,10862.77,0.07,113.9225,1222.1325000000002,4734.695,501.615,25983.2,2.26,60.9225,1254.4950000000001,4.0,4.0,7.0,2.0,2.5,4.75,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
611,A2,85.44,2,8.97,5993.282727272727,1589.92,32236.5,23.21,325.9,6148.825000000001,4399.981818181818,1120.81,18310.95,12.43,133.21,5033.04,3045.066363636364,555.85,13652.76,5.24,159.57999999999998,4995.610000000001,4.7272727272727275,4.0,7.0,2.0,4.0,6.0,1.5454545454545454,1.0,3.0,1.0,1.0,2.0
612,B1,121.22,0,5.5,7297.974166666667,2384.4,22287.83,3.49,36.635000000000005,14786.6075,4991.403333333333,2072.16,18310.95,0.95,53.905,8795.14,5744.374166666667,725.78,18188.15,3.49,35.9,13430.962500000001,3.4166666666666665,3.0,7.0,1.0,2.0,5.0,1.0833333333333333,1.0,2.0,1.0,1.0,1.0
613,A1,116.91,0,-4.22,11497.657777777778,13222.93,25220.86,6.66,4346.55,14946.48,15245.473333333332,15832.09,38928.92,2.91,3086.76,23633.92,10140.942222222224,12190.4,25220.86,6.35,4346.55,14946.48,2.5555555555555554,2.0,7.0,1.0,1.0,2.0,1.1111111111111112,1.0,2.0,1.0,1.0,1.0
614,B2,95.84,0,10.8,1820.2985714285714,1003.56,7078.55,5.76,72.68,2254.4300000000003,1816.6299999999999,793.78,6198.24,16.82,328.48,2525.305,1351.3542857142857,310.38,7078.55,2.92,68.25,965.565,5.142857142857143,4.0,9.0,2.0,4.0,6.5,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
615,C2,52.45,5,14.28,5514.5277777777765,78.26,25220.86,0.0,6.890000000000001,10404.0,8209.66,58.24,38928.92,0.41,3.685,14106.49,5467.710740740739,54.68,25220.86,0.0,2.6,10404.0,5.037037037037037,4.0,15.0,1.0,2.0,7.5,1.8148148148148149,1.0,5.0,1.0,1.0,2.5
616,B2,62.34,3,13.27,6049.359166666666,967.51,32236.5,2.51,36.525,7769.0525,6779.374166666667,1997.3300000000002,23633.92,9.66,55.0175,11740.065,3383.165833333333,253.38,14946.48,0.23,4.475,4809.952499999999,5.416666666666667,4.5,12.0,2.0,2.75,8.0,1.9166666666666667,1.5,4.0,1.0,1.0,3.0
617,B2,79.86,1,10.98,5132.404838709677,1753.02,32236.5,3.49,119.89500000000001,5790.09,5457.035806451614,1640.14,38928.92,0.61,102.87,6622.87,3182.786451612904,287.26,25220.86,0.93,51.684999999999995,3900.1,4.774193548387097,4.0,10.0,2.0,3.0,7.0,1.3870967741935485,1.0,3.0,1.0,1.0,2.0
618,A1,94.07,0,6.67,7696.094705882353,3704.89,32236.5,9.75,138.94,13652.76,9375.86705882353,6587.77,38928.92,22.16,334.39,18310.95,6913.834705882352,3704.89,25220.86,5.06,138.02,13652.76,4.176470588235294,3.0,9.0,2.0,2.0,6.0,1.3529411764705883,1.0,2.0,1.0,1.0,2.0
619,A1,130.36,0,-0.46,2971.56,1827.92,7078.55,8.21,918.065,4453.235000000001,2561.013333333333,1480.07,6198.24,4.73,742.4,3839.1549999999997,2971.56,1827.92,7078.55,8.21,918.065,4453.235000000001,3.3333333333333335,4.0,5.0,1.0,2.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0
620,B1,107.52,1,4.21,6684.001818181819,4929.44,14661.76,2.83,891.03,13652.76,5085.153636363637,2537.03,18310.95,2.23,1358.1750000000002,4264.32,6673.111818181819,4929.44,14661.76,0.0,848.19,13652.76,3.909090909090909,2.0,12.0,2.0,2.0,3.5,1.2727272727272727,1.0,3.0,1.0,1.0,1.0
621,A1,82.14,2,7.37,8548.504285714285,2090.54,25983.2,3.07,1051.92,14829.44,3645.694285714286,949.12,10862.77,2.43,482.6,6370.17,8469.807142857144,1819.44,25983.2,2.91,912.11,14829.44,4.714285714285714,4.0,10.0,2.0,2.5,6.0,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
622,C1,83.41,0,9.03,2128.979,316.25,13652.76,2.26,65.555,564.4075,2977.2110000000002,375.54,18310.95,0.07,70.08500000000001,897.975,2027.861,87.345,13652.76,2.26,12.9825,477.84999999999997,5.2,5.0,8.0,2.0,5.0,6.5,1.6,2.0,2.0,1.0,1.0,2.0
623,C1,66.91,4,10.15,5516.175499999999,1802.645,25220.86,0.55,20.115000000000002,6311.42,7704.808999999998,1076.085,38928.92,0.68,14.445,9205.66,5338.0689999999995,513.78,25220.86,0.3,8.8125,6311.42,4.7,4.0,14.0,2.0,2.0,5.5,1.7,1.0,6.0,1.0,1.0,2.0
624,B1,85.69,2,13.34,6320.889444444444,681.845,32236.5,8.21,58.3275,6406.455,4960.738888888889,370.035,38928.92,2.97,51.855,4208.955,4879.632777777777,623.04,25220.86,8.21,47.33,6406.455,5.0,5.0,11.0,1.0,3.0,6.75,1.5,1.0,3.0,1.0,1.0,2.0
625,C2,51.94,6,14.61,4489.704666666667,612.51,14946.48,9.77,77.625,9997.735,6449.882666666668,486.35,23633.92,19.46,116.925,11569.325,4461.014666666667,612.51,14946.48,0.27,65.9,9997.735,5.6,5.0,14.0,1.0,2.0,9.0,1.8666666666666667,1.0,4.0,1.0,1.0,3.0
626,A2,73.0,0,12.18,5265.135333333334,1276.29,25220.86,67.9,333.915,7325.68,7428.185333333333,1165.27,38928.92,82.57,236.285,7643.785,4717.385333333334,570.3,25220.86,17.37,191.675,4589.5599999999995,5.066666666666666,6.0,8.0,2.0,2.0,7.5,1.5333333333333334,2.0,2.0,1.0,1.0,2.0
627,A2,113.1,0,-0.03,8686.564999999999,3494.465,32236.5,174.89,1187.3275,14661.76,5016.581,1836.42,23633.92,168.58,743.0925000000001,3012.77,5295.544,1972.8000000000002,14946.48,11.44,234.46,12006.365,3.6,2.5,7.0,2.0,2.0,5.0,1.2,1.0,2.0,1.0,1.0,1.0
628,B2,92.04,0,10.79,4951.594736842106,2948.75,25220.86,3.76,232.1,6055.71,7249.623157894736,2958.58,38928.92,8.99,313.54999999999995,10624.93,4766.64052631579,1072.36,25220.86,0.01,41.059999999999995,6055.71,4.842105263157895,4.0,9.0,2.0,2.5,8.0,1.3157894736842106,1.0,2.0,1.0,1.0,2.0
