,sentence,difficulty,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
1186,"Vous ouvrîtes la boîte à musique et découvrîtes un bijou, serti de pierres précieuses multicolors.",C1,66.66,2,13.85,7608.622500000001,6128.71,25220.86,0.52,56.542500000000004,13079.235,10016.823333333332,1848.51,38928.92,3.04,95.5375,19626.72,7602.029166666667,6128.255,25220.86,0.19,22.0425,13079.235,4.333333333333333,4.5,10.0,1.0,2.0,5.5,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
1187,"Si nous avions eu suffisament d'argent, nous aurions pris l'avion pour nous rendre à notre conférence sur les enjeux écologiques du siècle et ainsi participer activement au débat.",B2,60.82,4,13.7,4512.456666666666,1913.83,18559.22,1.18,50.225,5925.335,4679.682592592592,1466.42,20879.73,0.88,31.05,6312.365,2588.421481481481,374.6,12909.08,0.2,16.895000000000003,4583.41,4.666666666666667,4.0,11.0,1.0,2.0,6.0,1.5925925925925926,1.0,4.0,1.0,1.0,2.0
1188,Je ne veux pas.,A1,129.34,0,-7.26,17927.120000000003,20237.99,25983.2,5249.3,14953.4375,23211.6725,8784.985,9828.955,13841.89,1640.14,7006.389999999999,11607.55,15003.827500000001,15772.59,25983.2,2486.93,10639.505000000001,20136.912500000002,2.75,2.5,4.0,2.0,2.0,3.25,1.0,1.0,1.0,1.0,1.0,1.0
1189,La journée est longue pour David qui attend le samedi toute la semaine.,A2,83.41,1,7.7,7779.482499999999,4232.635,32236.5,46.53,261.86,13976.19,8293.58,4684.795,23633.92,37.43,383.02,15891.84,6371.048333333333,2893.3849999999998,19417.69,44.51,171.73250000000002,13976.19,4.416666666666667,4.5,7.0,2.0,2.75,6.0,1.4166666666666667,1.0,3.0,1.0,1.0,2.0
1190,"Nous souhaitons favoriser davantage la création et l'ouverture à d'autres publics"", explique Nathalie Perrin-Gilbert.",C1,30.87,6,22.73,3486.64,78.26,14946.48,0.0,29.56,4772.12,5238.929230769229,82.16,23633.92,0.2,10.54,3867.84,3465.2376923076913,48.02,14946.48,0.0,4.84,4772.12,5.3076923076923075,7.0,10.0,1.0,2.0,8.0,1.8461538461538463,2.0,4.0,1.0,1.0,2.0
1191,Je me réjouis de te revoir pendant les vacances.,A2,94.83,0,6.06,7713.817777777778,4006.1,25983.2,21.02,162.84,8720.38,7798.934444444445,774.32,38928.92,25.61,139.46,10862.77,7702.638888888889,4006.1,25983.2,8.42,75.13,8720.38,4.333333333333333,3.0,8.0,2.0,2.0,7.0,1.4444444444444444,1.0,2.0,1.0,1.0,2.0
1192,"De fait, les relations de l'individu au groupe, du privé au collectif, demeurent complexes dans l'Hexagone.",B2,65.64,3,13.63,5305.500625,1921.065,25220.86,4.6,62.227500000000006,5674.0375,7753.171875,2725.675,38928.92,3.92,35.945,7235.639999999999,4920.883125,1421.0749999999998,25220.86,1.41,25.23,4460.6725,4.375,3.5,9.0,1.0,2.0,6.75,1.4375,1.0,3.0,1.0,1.0,2.0
1193,Il était une fois une petite fille de village.,A2,109.55,0,4.78,9937.713333333335,7907.85,32236.5,95.82,899.25,13222.93,10271.177777777779,9587.97,38928.92,143.99,1140.0,15085.47,6509.582222222222,2356.65,25220.86,87.6,627.59,7907.85,4.111111111111111,4.0,7.0,2.0,3.0,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
1194,L'addition s'il-vous-plaît !,A1,-15.84,2,30.3,3578.37,342.735,13589.7,38.31,68.27250000000001,3852.8325000000004,916.3525,77.165,3507.16,3.92,11.8775,981.6399999999999,3551.545,289.08500000000004,13589.7,38.31,68.27250000000001,3772.3575,2.75,2.5,5.0,1.0,1.0,4.25,1.0,1.0,1.0,1.0,1.0,1.0
1195,"Ils doivent également présenter, le cas échéant, les documents justifiant de l'objet et des conditions de leur séjour",C1,70.97,4,13.69,5501.791111111111,282.205,25220.86,0.47,35.824999999999996,8054.2125,8194.97,322.43,38928.92,3.85,50.4375,13652.9575,5317.653333333333,181.475,25220.86,0.07,23.8875,8054.2125,5.111111111111111,3.5,10.0,1.0,2.25,8.5,1.7777777777777777,1.0,4.0,1.0,1.0,3.0
1196,Un petit garçon : On essaye de leur parler,A2,88.48,0,4.31,6272.245000000001,1538.675,25220.86,251.51,573.755,9461.705,7616.58,1313.9850000000001,38928.92,262.5,394.7975,7016.455,5964.925,650.87,25220.86,56.84,255.24999999999997,9461.705,4.125,4.5,6.0,2.0,2.0,6.0,1.5,1.5,2.0,1.0,1.0,2.0
1197,Le couple a bien fait d'évacuer,A2,105.23,1,3.35,7557.256666666667,6513.629999999999,18559.22,49.62,1094.455,12442.94,6507.141666666666,3932.0649999999996,18310.95,2.97,681.7775,10932.855,4510.875,3482.8849999999998,13652.76,41.13,729.0074999999999,5816.6275,3.0,3.0,6.0,1.0,1.25,4.0,1.0,1.0,1.0,1.0,1.0,1.0
1198,"Lorsqu'elle eut revu son premier amoureux, son coeur battit follement",C2,71.73,1,14.88,1814.538,220.16,13572.4,0.04,121.55250000000001,1399.5675,1727.8789999999997,291.55,6426.49,0.0,78.7025,3690.2549999999997,394.64400000000006,38.894999999999996,1740.43,0.04,6.147500000000001,205.265,5.4,5.5,9.0,3.0,3.25,6.75,1.7,1.5,3.0,1.0,1.0,2.0
1199,"De fait, en scindant son enseignement supérieur en deux systèmes concurrents, la France a créé une hiérarchie dans toutes les têtes: la grande école est synonyme de réussite, l'université de rebut.",C2,57.78,5,13.41,6838.099,1374.72,32236.5,0.52,38.519999999999996,8790.205,8640.836333333335,2364.63,38928.92,1.49,27.2275,11997.599999999999,5680.426666666666,683.675,25220.86,0.0,9.3,7518.615,4.833333333333333,4.0,12.0,1.0,2.0,7.5,1.6,1.0,4.0,1.0,1.0,2.0
1200,On le trouvera ridicule et ce sera une catastrophe.,B1,65.39,3,8.03,9102.802222222223,7907.85,32236.5,16.47,1335.49,12909.08,8078.806666666666,4838.38,20879.73,30.14,972.5,15085.47,5428.253333333333,5219.1,13652.76,14.71,57.05,8586.4,4.666666666666667,3.0,11.0,2.0,2.0,8.0,1.7777777777777777,1.0,3.0,1.0,1.0,3.0
1201,Qu'est-ce que vous avez comme tartes ?,A1,127.31,0,7.18,6261.444285714287,4100.9,18559.22,13.04,1174.075,9404.400000000001,3717.672857142857,3315.95,12800.81,1.55,1484.46,3468.24,3658.974285714285,2326.08,13589.7,2.62,572.2199999999999,4274.99,3.7142857142857144,4.0,6.0,2.0,2.5,4.5,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
1202,On partait de bonne heure pour ne pas être coincés dans les embouteillages,A2,98.13,1,9.5,8173.236923076924,7078.55,25220.86,3.93,1111.97,8720.38,8022.78076923077,6198.24,38928.92,3.38,789.66,8795.14,6734.376153846154,4658.59,25220.86,1.85,415.4,8720.38,4.769230769230769,4.0,14.0,2.0,3.0,5.0,1.3846153846153846,1.0,4.0,1.0,1.0,1.0
1203,La FAO (Organisation pour l'alimentation et l'agriculture) estime que 95 % des personnes victimes de sous-alimentation chronique vivent dans les pays en voie de développement.,C1,35.44,5,17.82,5055.937391304347,315.49,25220.86,2.46,67.16,6567.13,7667.4765217391305,460.34,38928.92,3.92,28.005,9678.75,4989.86695652174,202.57,25220.86,1.68,35.14,6567.13,5.043478260869565,4.0,13.0,1.0,2.0,7.0,1.7391304347826086,1.0,5.0,1.0,1.0,2.0
1204,"On vient d'acheter une résidence secondaire, au Pays basque, qui sera notre point de ralliement familial.",C1,65.64,5,13.63,5469.80375,624.13,32236.5,1.16,13.9275,6114.352500000001,5282.124374999999,502.13,38928.92,2.97,10.375,5972.6849999999995,3320.024375,277.405,25220.86,1.16,7.547499999999999,4139.5575,4.9375,4.5,10.0,1.0,2.75,6.5,1.625,1.0,3.0,1.0,1.0,2.25
1205,"L'échange, c'est-à-dire l'interaction verbale, se présente comme une co-construction constitutive de la dynamique du groupe ; c'est en tenant compte des interlocuteurs et de la façon dont ils se positionnent les uns vis-à-vis des autres, selon les objets et les enjeux des interactions, que l'on envisage d'analyser tant la variation des usages en présence que l'hétérogénéité constitutive du dire, dans cet espace.",C2,12.61,13,15.45,4236.8078125,1415.385,25220.86,0.14,45.7125,6055.71,6398.372343749999,1681.0500000000002,38928.92,0.0,30.51,9847.21,3937.36828125,315.02,25220.86,0.03,35.77,6055.71,4.125,3.0,14.0,1.0,2.0,6.0,1.421875,1.0,5.0,1.0,1.0,2.0
1206,Mon mari a enfin trouvé une place d'architecte et travaille sur un important projet d'immeuble avec son équipe,B1,70.97,2,11.77,3692.373888888889,907.49,18559.22,54.68,238.0575,3812.9649999999997,4197.195555555556,720.54,20879.73,2.97,96.135,5164.39,2933.3244444444445,309.915,12909.08,44.18,154.07,3812.9649999999997,4.055555555555555,3.5,9.0,1.0,2.25,5.75,1.5,1.0,3.0,1.0,1.0,2.0
1207,C'est somptueux.,A2,94.57,0,7.1,5.635000000000001,5.635000000000001,8.21,3.06,4.3475,6.922500000000001,8.955,8.955,13.18,4.73,6.8425,11.067499999999999,5.205,5.205,8.21,2.2,3.7025000000000006,6.7075000000000005,5.0,5.0,9.0,1.0,3.0,7.0,1.5,1.5,2.0,1.0,1.25,1.75
1208,Bonne chance !,A1,131.37,0,1.3,957.52,957.52,1554.44,360.6,659.0600000000001,1255.98,463.005,463.005,789.66,136.35,299.6775,626.3325,456.47499999999997,456.47499999999997,578.93,334.02,395.24749999999995,517.7025,5.5,5.5,6.0,5.0,5.25,5.75,1.0,1.0,1.0,1.0,1.0,1.0
1209,J'ouvrais la porte et le chien courait à l'extérieur.,A2,94.83,1,8.03,6060.574444444445,333.85,14946.48,64.31,146.5,12909.08,9233.986666666666,617.43,23633.92,2.91,184.59,19209.05,6032.425555555555,288.39,14946.48,3.38,78.26,12909.08,2.888888888888889,2.0,7.0,1.0,1.0,5.0,1.1111111111111112,1.0,2.0,1.0,1.0,1.0
1210,"Mais qu'ils prétendent être les seuls acteurs légitimes pour définir et normaliser le commerce équitable, c'est nier les autres pratiques et refuser le débat avec tous les acteurs de la société civile, ce qui est inadmissible.",C1,52.7,6,13.3,5308.381944444445,570.575,32236.5,0.2,20.2375,8720.38,6584.485833333332,645.2049999999999,38928.92,0.54,21.857499999999998,14662.3,4654.455555555556,159.54,25220.86,0.12,8.100000000000001,8720.38,5.0,4.0,12.0,1.0,2.75,7.0,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
1211,"Non, Je ne parle pas français.",A1,112.59,0,1.38,12085.495,11114.165,25983.2,43.06,2487.9575,21262.910000000003,6003.411666666666,4965.474999999999,13841.89,298.85,1098.46,10345.8625,10341.67,8698.605,25983.2,29.78,1348.805,16980.370000000003,3.8333333333333335,3.0,8.0,2.0,2.25,4.5,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
1212,Il est tombé malade l'année précédant son mariage.,B2,66.4,1,10.11,6002.211249999999,287.605,32236.5,6.09,138.2675,4611.055,4531.6137499999995,260.07,15832.09,3.92,65.745,7293.48,4353.64375,153.04000000000002,19417.69,0.87,74.4175,4611.055,4.5,4.0,9.0,1.0,2.75,6.25,1.625,1.5,3.0,1.0,1.0,2.0
1213,Les maires ont ainsi voulu montrer qu'ils les avaient à l'oeil.,B1,100.16,0,7.93,6605.6736363636355,5249.3,18559.22,22.07,142.97,10455.39,6958.24909090909,1640.14,19209.05,1.55,145.20000000000002,13731.555,2849.488181818181,151.04,12190.4,0.27,66.315,4891.849999999999,3.909090909090909,3.0,7.0,1.0,2.5,5.5,1.3636363636363635,1.0,2.0,1.0,1.0,2.0
1214,"Il allait devoir passer l'hiver ici, dans la forêt, en attendant d'être guérit.",B1,76.05,1,9.5,4157.293076923077,1495.49,14946.48,34.94,63.59,5689.68,4762.3953846153845,706.69,23633.92,2.97,55.54,8296.08,3204.305384615385,132.04,14946.48,3.62,42.89,4658.59,4.076923076923077,4.0,9.0,1.0,2.0,6.0,1.6153846153846154,2.0,3.0,1.0,1.0,2.0
1215,Il est très fâché parce qu'elle ne lui a pas répondu au téléphone.,A1,90.77,2,5.03,8662.738461538464,2308.74,32236.5,3.49,160.8,18188.15,5970.1453846153845,4225.14,15832.09,0.95,96.82,12800.81,6030.9284615384595,2308.74,19417.69,3.49,34.9,13222.93,3.6923076923076925,3.0,9.0,1.0,2.0,5.0,1.3846153846153846,1.0,3.0,1.0,1.0,1.0
1216,"Celui-ci, ancien soldat, devinant d'abord le plan de campagne de son interlocuteur, parla des protections qu'avait son maître, ajoutant que, certes, on ne lui chiperait pas ses beaux chevaux.",C1,52.45,5,13.94,4607.940344827586,250.13,25220.86,1.28,54.68,4100.9,5434.176206896553,319.19,38928.92,1.55,107.23,4696.15,4172.08,118.88,25220.86,0.05,22.07,3330.88,4.620689655172414,3.0,13.0,1.0,2.0,6.0,1.5517241379310345,1.0,5.0,1.0,1.0,2.0
1217,Je ne te crois pas.,A1,128.33,0,-5.49,14435.453999999998,18188.15,25983.2,1711.99,4006.1,22287.83,7044.2699999999995,8795.14,13841.89,774.32,947.23,10862.77,12487.786,13357.03,25983.2,904.45,4006.1,18188.15,2.8,2.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1218,Le journal a été emporté par un coup de vent.,B1,101.17,1,1.54,10423.895999999999,6920.320000000001,32236.5,69.02,201.055,17332.605,10378.087000000001,8263.95,38928.92,121.28,374.62750000000005,14701.7725,6065.2339999999995,1397.12,25220.86,12.46,151.7475,10653.442500000001,3.5,3.0,7.0,1.0,2.0,4.0,1.4,1.0,3.0,1.0,1.0,1.75
1219,"Les optimistes soulignent qu'il ne représente encore qu'une part infinitésimale des échanges internationaux mais que le concept est ""porteur"".",C1,55.24,4,19.03,4941.166315789474,48.78,32236.5,0.07,12.655,5617.38,4336.585789473685,85.54,18310.95,1.22,8.75,7544.325000000001,3751.285263157894,23.52,19417.69,0.03,3.41,5617.38,6.0,4.0,14.0,2.0,3.0,9.0,1.9473684210526316,1.0,6.0,1.0,1.0,2.0
1220,"Sans y penser, j'ai fait des erreurs !",B1,104.22,0,3.26,3127.587142857143,1485.47,8813.48,64.31,563.7950000000001,5201.13,3169.9428571428575,2224.12,10624.93,2.91,460.945,4207.875,2055.008571428571,1003.44,6055.71,22.82,102.275,3549.27,3.7142857142857144,4.0,7.0,1.0,2.0,5.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
1221,"Quand tu sors de l'ascenseur, tourne à droite et encore à droite.",A2,99.14,1,6.48,6788.452499999999,1502.43,25220.86,58.7,172.6775,12370.07,8755.618333333334,1529.56,38928.92,3.92,312.30999999999995,19209.05,6717.445833333332,1502.43,25220.86,58.44,80.105,12370.07,3.5,3.0,6.0,1.0,1.75,6.0,1.0833333333333333,1.0,2.0,1.0,1.0,1.0
1222,"Et il regardait tous ces hommes attablés et buvant, tous ces hommes qui pouvaient se désaltérer tant qu'il leur plaisait.",B2,76.3,3,11.43,3315.8055,1209.9,13222.93,0.2,370.0175,3590.6925,4464.2495,1473.175,20879.73,1.55,389.205,4025.455,2643.7034999999996,361.39,13222.93,0.13,16.1,1620.325,4.85,4.0,10.0,2.0,2.75,6.5,1.5,1.0,4.0,1.0,1.0,2.0
1223,Elle a préparé les photocopies pour les participants à la réunion de l'après-midi,B1,61.33,4,11.7,7164.770714285715,5799.54,25220.86,1.5,62.18,11322.895,9810.338571428572,6594.865,38928.92,0.88,38.23,14662.3,6281.419999999999,5435.719999999999,25220.86,1.23,38.655,8720.38,4.428571428571429,3.5,12.0,1.0,2.0,6.25,1.7857142857142858,1.0,4.0,1.0,1.0,2.75
1224,"Ainsi, Madame, qui est irlandaise et vit à lieu, témoigne : ""En France, si je parle anglais à mon fils, il me répond plutôt en français.",B1,78.59,1,6.91,5984.729166666667,2909.77,32236.5,4.75,209.72,7314.860000000001,5825.16875,1696.9899999999998,20879.73,3.78,277.4475,9265.119999999999,5194.497916666666,927.29,25983.2,0.89,127.0425,7314.860000000001,4.041666666666667,3.0,10.0,1.0,2.0,6.0,1.375,1.0,3.0,1.0,1.0,2.0
1225,Capacités intellectuelles ou problèmes d'orientation ?,B2,-18.88,3,32.8,436.50199999999995,54.68,1583.95,6.52,17.29,520.07,511.48400000000004,15.2,2429.86,2.97,14.39,95.0,355.206,54.68,1583.95,0.66,7.87,128.87,7.2,9.0,15.0,1.0,2.0,9.0,2.4,2.0,4.0,1.0,1.0,4.0
1226,A affronter ce monde et l'améliorer.,A2,68.43,2,7.18,6271.183333333334,3024.9100000000003,18559.22,30.72,266.375,10986.585,6234.469999999998,1849.965,20879.73,3.92,202.16000000000003,10340.252499999999,4233.423333333333,3021.36,12909.08,19.57,264.6,6067.9575,3.3333333333333335,2.0,9.0,1.0,1.25,4.25,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
1227,"Deux guerres mondiales, en 1914 et 1939, convainquirent cependant de nombreux Européens que le Concert européen avait échoué et ne parvenait plus à gérer les affaires du continent.",C2,68.18,4,14.1,5638.050000000001,701.42,25220.86,3.38,28.2875,11322.895,7159.106923076923,956.25,38928.92,3.31,34.1925,13581.619999999999,4544.536153846153,291.015,25220.86,0.0,10.4825,7962.705,5.461538461538462,5.0,14.0,1.0,2.0,8.0,1.8076923076923077,1.5,4.0,1.0,1.0,2.0
1228,Il y a des cours de portugais.,A1,104.22,1,-0.87,9650.887142857144,6055.71,25220.86,7.89,2244.8,15891.075,11636.245714285713,10624.93,38928.92,3.45,1631.7600000000002,14316.45,7906.7985714285705,6055.71,25220.86,7.58,2244.8,9786.92,3.2857142857142856,2.0,9.0,1.0,1.5,4.0,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
1229,Les spécialistes de la violence chez les adolescents rappellent qu'il est dangereux de les considérer comme une armée menaçante.,B1,62.6,5,15.66,7130.537894736842,842.18,32236.5,3.56,42.225,8720.38,9203.296315789472,680.54,38928.92,1.55,52.03,14662.3,6436.797894736843,842.18,25220.86,1.33,13.83,8720.38,5.578947368421052,4.0,12.0,2.0,3.0,9.0,1.7894736842105263,1.0,4.0,1.0,1.0,2.5
1230,"Malheureusement, il ne s'agit que de moyenne.",B1,74.78,1,9.87,9279.552857142857,4100.9,25220.86,35.35,44.5,17755.38,10285.164285714285,3315.95,38928.92,14.53,31.384999999999998,14836.99,7887.387142857143,3330.88,25220.86,6.35,36.83,13289.98,4.571428571428571,2.0,15.0,1.0,2.0,5.0,1.7142857142857142,1.0,5.0,1.0,1.0,1.5
1231,Le paysage devient tout blanc à cause de la neige et de la glace.,A1,111.83,0,3.24,8645.772857142856,6624.5199999999995,25220.86,13.19,143.70499999999998,14623.05,13325.854285714287,9975.07,38928.92,64.12,255.61,22945.372499999998,8613.483571428571,6624.5199999999995,25220.86,10.57,60.965,14623.05,3.642857142857143,3.0,7.0,1.0,2.0,5.0,1.2142857142857142,1.0,3.0,1.0,1.0,1.0
1232,"L'après-midi, j'ai encore beaucoup de choses à faire",A2,81.12,1,10.11,5553.228888888889,1176.94,25220.86,35.19,78.26,8813.48,7404.475555555556,1057.64,38928.92,2.91,68.38,5328.99,4731.078888888889,626.0,25220.86,35.15,78.26,2735.96,3.7777777777777777,4.0,8.0,1.0,1.0,6.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
1233,"De fait, la nature peut être, par l'homme, changée tout à fait, transformée, ébranlée jusqu'en ses fondements, et c'est pourquoi il sied de réhabiliter le mot de magie, en lui redonnant le sens honorable qu'il avait autrefois et en désignant par là une science justement ambitieuse qui, de la connaissance des formes cachées, déduit des opérations étonnantes.",C2,31.39,10,13.01,5404.257543859649,757.68,25220.86,1.14,26.89,8813.48,7458.405789473684,1089.66,38928.92,0.07,31.08,10624.93,4648.477017543859,655.75,25220.86,0.03,9.31,6055.71,4.859649122807017,4.0,12.0,1.0,2.0,7.0,1.631578947368421,1.0,5.0,1.0,1.0,2.0
1234,Le bleu est très présent dans la nature : c'est la couleur du ciel et de la mer.,A1,101.43,0,2.9,8237.57470588235,4394.7,32236.5,8.21,82.25,14946.48,10683.331176470589,6882.16,38928.92,4.73,207.64,20879.73,7479.211764705882,4394.7,25220.86,8.21,65.14,14946.48,3.3529411764705883,3.0,7.0,1.0,2.0,4.0,1.1764705882352942,1.0,2.0,1.0,1.0,1.0
1235,"Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher.",A2,78.33,1,9.8,3495.5555555555557,643.595,13652.76,45.89,176.2375,4520.53,4709.201666666668,917.165,20879.73,2.97,94.12,6890.5599999999995,3032.295,571.48,13652.76,20.7,83.155,4093.8399999999997,4.444444444444445,4.0,10.0,1.0,2.25,6.5,1.5,1.0,4.0,1.0,1.0,2.0
1236,Pas de fête avec vous ce soir,A1,126.3,0,-0.87,9522.052857142859,5219.1,25220.86,155.97,2140.295,15888.925000000001,8406.7,3507.16,38928.92,94.05,1760.61,6397.775,9516.654285714289,5219.1,25220.86,138.03,2130.37,15888.925000000001,3.2857142857142856,4.0,4.0,2.0,2.5,4.0,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
1237,Je n'arrive plus à dormir depuis quelques jours à cause de mes voisins et leurs travaux.,A2,95.08,0,8.18,6053.224375,772.9350000000001,25983.2,9.67,313.90250000000003,12190.4,7465.21125,954.8299999999999,38928.92,11.08,262.35,12949.34,5973.80375,455.325,25983.2,9.67,200.325,12190.4,4.0625,4.5,8.0,1.0,2.0,6.0,1.25,1.0,2.0,1.0,1.0,1.25
1238,"C'était une chétive créature, une masse de chair ridée, avec des paupières entre-closes, des traits informes et à peine ébauchés.",C2,76.3,1,12.88,3935.721904761904,37.07,25220.86,0.14,4.75,6055.71,5956.991904761904,101.69,38928.92,1.69,19.46,9587.97,3933.780952380952,36.01,25220.86,0.12,3.77,6055.71,4.714285714285714,5.0,9.0,1.0,3.0,6.0,1.4285714285714286,1.0,3.0,1.0,1.0,2.0
1239,J'aime les pommes de terre.,A1,128.33,0,2.64,6868.469999999999,294.45,25220.86,42.35,64.31,8720.38,10825.880000000001,452.91,38928.92,2.91,82.36,14662.3,6860.882,276.29,25220.86,22.57,64.31,8720.38,3.4,3.0,6.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
1240,Elle a juste miaulé craintivement et s'est recroquevillée sur sa branche oú elle se trouve.,B2,81.38,2,11.13,3512.121428571428,1305.8899999999999,18559.22,0.0,23.130000000000003,4093.8399999999997,4610.830714285715,2352.465,20879.73,1.15,32.3,6890.5599999999995,2564.2435714285707,964.89,12909.08,0.0,18.465,4093.8399999999997,5.0,4.0,14.0,1.0,2.0,6.0,1.5,1.0,4.0,1.0,1.0,1.0
1241,"Mesdames, messieurs, votre attention s'il vous plaît.",A2,82.14,1,15.67,2476.3299999999995,607.21,13589.7,38.31,232.94,1316.605,677.4628571428572,203.45,3507.16,14.53,132.16500000000002,376.385,2341.8,156.9,13589.7,38.31,106.845,1197.0,5.857142857142857,5.0,9.0,1.0,4.5,8.5,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
1242,"En cinquante ans, les progrès accomplis par les techniques de l'information ont entraîné une amplification extraordinaire des flux d'informations.",C1,33.16,6,20.59,4409.295789473685,78.26,25220.86,0.21,21.759999999999998,6981.780000000001,6038.395789473684,101.08,38928.92,0.54,21.384999999999998,10106.45,3476.3726315789477,78.26,25220.86,0.19,8.795,5872.695,5.315789473684211,3.0,14.0,1.0,3.0,8.5,1.7894736842105263,1.0,5.0,1.0,1.0,2.0
1243,Je regarde un film en allemand.,A1,90.51,1,3.35,7541.961666666667,3443.485,25983.2,41.32,488.8175,10488.135,5717.433333333334,4865.24,13550.68,74.12,314.39,10330.220000000001,7431.493333333335,3151.565,25983.2,19.91,299.6875,10488.135,4.166666666666667,3.0,8.0,2.0,2.0,6.25,1.5,1.0,3.0,1.0,1.0,1.75
1244,Les vacances sont les moments préférés de Pierre car il a pour habitude d'aller chez ses grands-parents qui vivent dans une ferme de la campagne normande,A1,77.57,3,11.15,6520.785925925926,757.68,32236.5,0.79,87.53999999999999,8720.38,7923.988148148148,1244.66,38928.92,2.97,150.405,13731.555,4864.936296296296,757.68,25220.86,0.27,57.1,7493.200000000001,4.481481481481482,4.0,8.0,1.0,3.0,6.5,1.3333333333333333,1.0,3.0,1.0,1.0,1.5
1245,Figurez-vous un Turc allant la nuit chez Paul Niquet!,B2,80.11,1,8.67,6507.993750000001,5417.475,14946.48,4.25,443.50749999999994,12463.140000000001,5629.155,1796.585,23633.92,10.54,524.7125,6018.04,5254.60375,699.8699999999999,14946.48,2.12,6.8475,12463.140000000001,4.125,4.0,7.0,2.0,3.5,4.5,1.375,1.0,3.0,1.0,1.0,1.25
1246,La comtesse s'était passionnée pour le caractère primitif et pour l'astrologie de l'abbé Blanès.,C1,52.95,4,14.84,6241.42076923077,78.26,25220.86,4.14,27.36,12909.08,8794.407692307692,67.77,38928.92,3.92,14.53,18310.95,6239.715384615385,78.26,25220.86,1.44,17.22,12909.08,4.153846153846154,2.0,10.0,1.0,2.0,8.0,1.5384615384615385,1.0,3.0,1.0,1.0,2.0
1247,"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : ""J'avais deux copains",C1,67.17,3,13.3,4788.118965517242,757.68,25220.86,3.66,72.79,7078.55,5979.015517241379,1557.91,38928.92,2.91,73.78,6882.16,3914.832413793104,395.71,25220.86,2.62,54.68,4394.7,4.275862068965517,4.0,9.0,1.0,2.0,6.0,1.3793103448275863,1.0,3.0,1.0,1.0,2.0
1248,"Perrette, retenant sa respiration tellement était forte l'odeur nauséabonde d'huile de vidange, dans la chambre-garage.",C1,44.58,5,20.41,5276.505999999999,95.28,32236.5,0.63,39.965,2967.44,6040.678666666666,143.92,38928.92,1.55,14.02,6014.255,3274.494666666667,78.26,25220.86,0.17,16.8,1816.47,5.4,5.0,11.0,1.0,2.0,7.5,1.8666666666666667,1.0,4.0,1.0,1.0,2.5
1249,"Néanmoins, l'introduction de la notion de genre dans la santé entraîne une meilleure compréhension des processus biologiques et sociaux intriqués qui influencent les trajectoires de santé des hommes et des femmes.",C1,50.42,6,17.01,5978.239333333332,1086.435,25220.86,2.7,38.47,8517.2475,9370.571333333333,1197.295,38928.92,2.36,24.7125,13652.9575,5911.649333333333,292.595,25220.86,0.25,10.965,8517.2475,5.3,4.5,13.0,1.0,2.25,7.75,1.6333333333333333,1.0,4.0,1.0,1.0,2.0
1250,"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros",C2,75.29,2,10.91,4829.062500000001,462.40999999999997,25220.86,0.0,11.1525,7078.55,6647.8515,436.69,38928.92,0.0,8.78,6831.8225,4826.668000000001,462.40999999999997,25220.86,0.0,9.754999999999999,7078.55,4.85,4.0,14.0,2.0,3.0,5.25,1.6,1.0,5.0,1.0,1.0,2.0
1251,Le courant d'air ainsi créé permet à la sueur - qui absorbe la chaleur du corps - de s'évaporer et ainsi de le refroidir.,B1,74.27,2,7.25,6538.503636363637,228.91500000000002,25220.86,6.66,62.3025,13466.84,9936.865,474.9,38928.92,2.97,65.1875,18984.525,6520.371818181819,228.91500000000002,25220.86,1.61,38.425000000000004,13466.84,3.727272727272727,2.5,9.0,1.0,2.0,5.0,1.4090909090909092,1.0,3.0,1.0,1.0,2.0
